"n","nnodes","pnodes","rate","delta"
800,28890,0.141618,0.258582,23192.0
1600,52082,0.127652,0.234237,22357.5
2400,73605,0.12027,0.221368,21292.5
3200,94667,0.116013,0.213949,21066.0
4000,115737,0.113468,0.209511,20607.0
4800,135881,0.111014,0.205234,20088.5
5600,155914,0.109183,0.202043,19920.0
6400,175721,0.107672,0.199409,19707.5
7200,195329,0.106388,0.197171,19909.5
8000,215540,0.105657,0.195896,19885.0
8800,235099,0.104768,0.194346,18832.0
9600,253204,0.103433,0.192019,18746.5
10400,272592,0.102787,0.190894,18980.0
11200,291164,0.101948,0.189431,18366.0
12000,309324,0.101086,0.187929,18585.5
12800,328335,0.100593,0.187069,18845.5
13600,347015,0.100062,0.186143,18369.5
14400,365074,0.099421,0.185026,18347.0
15200,383709,0.0989961,0.184285,18146.5
16000,401367,0.0983743,0.183201,17886.5
16800,419482,0.0979183,0.182406,18413.5
17600,438194,0.0976368,0.181916,18326.0
18400,456134,0.0972153,0.181181,18401.0
19200,474996,0.0970172,0.180836,18525.0
20000,493184,0.0967027,0.180287,18331.5
20800,511659,0.0964666,0.179876,18557.5
21600,530299,0.096278,0.179547,18202.5
22400,548064,0.0959496,0.178975,17860.5
23200,566020,0.0956761,0.178498,17727.0
24000,583518,0.0953461,0.177923,17889.0
24800,601798,0.095161,0.1776,18479.0
25600,620476,0.0950484,0.177404,18626.0
26400,639050,0.0949272,0.177192,18216.5
27200,656909,0.0947101,0.176814,17805.0
28000,674660,0.0944902,0.176431,17559.0
28800,692027,0.0942303,0.175978,17354.5
29600,709369,0.0939811,0.175543,17092.0
30400,726211,0.0936805,0.175019,17136.0
31200,743641,0.0934692,0.174651,17694.5
32000,761600,0.0933333,0.174414,17837.0
32800,779315,0.0931749,0.174138,17655.0
33600,796910,0.09301,0.173851,17612.5
34400,814540,0.0928568,0.173583,17621.5
35200,832153,0.0927087,0.173325,17630.5
36000,849801,0.0925709,0.173085,17535.0
36800,867223,0.0924151,0.172813,17180.0
37600,884161,0.0922154,0.172465,17341.5
38400,901906,0.0921064,0.172275,17799.5
39200,919760,0.0920128,0.172112,17602.0
40000,937110,0.0918735,0.171869,17596.5
40800,954953,0.0917871,0.171719,17416.0
41600,971942,0.0916235,0.171434,16813.0
42400,988579,0.0914335,0.171102,16955.0
43200,1005852,0.0913083,0.170884,17008.0
44000,1022595,0.0911404,0.170591,16955.0
44800,1039762,0.0910156,0.170374,17229.5
45600,1057054,0.0909059,0.170183,17052.0
46400,1073866,0.0907595,0.169927,16901.0
47200,1090856,0.0906328,0.169707,17331.5
48000,1108529,0.0905661,0.16959,17430.0
48800,1125716,0.0904626,0.16941,17272.5
49600,1143074,0.0903759,0.169259,17103.0
50400,1159922,0.0902523,0.169043,16940.0
51200,1176954,0.0901466,0.168859,17124.0
52000,1194170,0.0900581,0.168705,16994.0
52800,1210942,0.0899392,0.168498,16697.5
53600,1227565,0.0898131,0.168278,16891.0
54400,1244724,0.0897292,0.168132,16798.0
55200,1261161,0.0895965,0.1679,16584.5
56000,1277893,0.0894883,0.167712,16395.5
56800,1293952,0.0893366,0.167447,16413.0
57600,1310719,0.0892374,0.167274,16809.0
58400,1327570,0.0891465,0.167116,16622.5
59200,1343964,0.0890278,0.166909,16566.0
60000,1360702,0.0889348,0.166747,16744.5
60800,1377453,0.088845,0.16659,16732.5
61600,1394167,0.0887552,0.166434,17058.0
62400,1411569,0.088711,0.166357,17190.5
63200,1428548,0.0886416,0.166236,16732.0
64000,1445033,0.0885437,0.166065,16590.0
64800,1461728,0.0884609,0.165921,16670.0
65600,1478373,0.0883772,0.165775,16770.0
66400,1495268,0.0883102,0.165658,16678.0
67200,1511729,0.0882195,0.1655,16683.0
68000,1528634,0.0881565,0.16539,16972.0
68800,1545673,0.0881027,0.165296,16573.5
69600,1561781,0.0879976,0.165113,16554.5
70400,1578782,0.0879446,0.165021,16814.0
71200,1595409,0.0878723,0.164895,17147.0
72000,1613076,0.0878582,0.16487,17510.0
72800,1630429,0.0878275,0.164816,16694.0
73600,1646464,0.0877272,0.164642,16801.0
74400,1664031,0.0877098,0.164611,17286.5
75200,1681037,0.0876636,0.164531,17163.5
76000,1698358,0.0876346,0.16448,16769.5
76800,1714576,0.0875498,0.164332,16315.0
77600,1730988,0.0874767,0.164205,16374.0
78400,1747324,0.0874012,0.164073,16461.5
79200,1763911,0.0873396,0.163966,16579.5
80000,1780483,0.0872786,0.16386,16638.0
80800,1797187,0.0872252,0.163766,16557.5
81600,1813598,0.0871587,0.163651,17052.5
82400,1831292,0.0871546,0.163643,17396.0
83200,1848390,0.0871225,0.163587,17012.0
84000,1865316,0.0870829,0.163519,16750.5
84800,1881891,0.0870279,0.163423,16359.0
85600,1898034,0.0869541,0.163294,16250.0
86400,1914391,0.0868914,0.163185,16225.0
87200,1930484,0.086818,0.163057,16310.0
88000,1947011,0.0867652,0.162965,16497.5
88800,1963479,0.0867108,0.16287,16291.5
89600,1979594,0.0866419,0.16275,16208.0
90400,1995895,0.0865823,0.162646,16659.0
91200,2012912,0.0865545,0.162597,16966.0
92000,2029827,0.0865229,0.162542,16570.5
92800,2046053,0.0864627,0.162437,16674.0
93600,2063175,0.0864411,0.1624,16864.0
94400,2079781,0.0863983,0.162325,16414.0
95200,2096003,0.0863405,0.162224,16474.5
96000,2112730,0.0863043,0.162161,16673.0
96800,2129349,0.0862643,0.162092,16360.5
97600,2145451,0.0862042,0.161987,16033.0
98400,2161415,0.0861396,0.161874,16111.5
99200,2177674,0.0860877,0.161784,16130.5
100000,2193676,0.0860265,0.161677,16014.0
100800,2209702,0.0859672,0.161574,16333.5
101600,2226343,0.0859326,0.161513,16613.5
102400,2242929,0.0858965,0.16145,15811.0
103200,2257965,0.085802,0.161286,15568.5
104000,2274066,0.0857491,0.161193,15952.5
104800,2289870,0.0856859,0.161083,16048.5
105600,2306163,0.0856418,0.161006,16222.0
106400,2322314,0.0855932,0.160922,16245.5
107200,2338654,0.0855522,0.16085,16584.5
108000,2355483,0.0855295,0.160811,16288.0
108800,2371230,0.0854682,0.160704,16113.0
109600,2387709,0.085434,0.160644,16461.0
110400,2404152,0.085399,0.160583,16254.0
111200,2420217,0.0853511,0.1605,15900.0
112000,2435952,0.0852924,0.160397,15802.5
112800,2451822,0.0852393,0.160305,15885.5
113600,2467723,0.0851879,0.160215,15855.5
114400,2483533,0.0851341,0.160122,15847.5
115200,2499418,0.0850837,0.160034,16114.0
116000,2515761,0.0850494,0.159974,16226.0
116800,2531870,0.0850077,0.159901,16155.0
117600,2548071,0.0849697,0.159835,16599.5
118400,2565069,0.0849586,0.159815,16268.5
119200,2580608,0.0848996,0.159713,15840.5
120000,2596750,0.0848611,0.159646,16199.5
120800,2613007,0.0848269,0.159586,16484.0
121600,2629718,0.0848077,0.159553,16685.0
122400,2646377,0.0847872,0.159517,16373.5
123200,2662465,0.0847487,0.15945,16046.5
124000,2678470,0.0847081,0.159379,16134.0
124800,2694733,0.0846761,0.159323,16011.5
125600,2710493,0.0846289,0.159241,15955.5
126400,2726644,0.0845943,0.159181,16001.0
127200,2742495,0.084551,0.159105,15901.5
128000,2758447,0.0845112,0.159036,16328.0
128800,2775151,0.0844949,0.159007,16190.5
129600,2790828,0.0844477,0.158925,15929.0
130400,2807009,0.0844162,0.15887,16121.5
131200,2823071,0.0843816,0.15881,16382.0
132000,2839773,0.0843664,0.158783,16316.0
132800,2855703,0.0843286,0.158717,16298.0
133600,2872369,0.0843128,0.15869,16280.5
134400,2888264,0.0842747,0.158623,15860.0
135200,2904089,0.0842351,0.158554,15762.0
136000,2919788,0.0841923,0.15848,15830.5
136800,2935750,0.0841575,0.158419,16163.0
137600,2952114,0.0841346,0.158379,16336.0
138400,2968422,0.0841103,0.158337,15898.5
139200,2983911,0.0840633,0.158255,15703.0
140000,2999828,0.0840288,0.158195,16116.5
140800,3016144,0.0840058,0.158155,16048.0
141600,3031924,0.0839682,0.158089,15879.0
142400,3047902,0.0839365,0.158034,15885.5
143200,3063695,0.0839001,0.15797,15865.5
144000,3079633,0.083868,0.157914,15883.5
144800,3095462,0.0838333,0.157854,15829.0
145600,3111291,0.083799,0.157794,16140.0
146400,3127742,0.0837818,0.157764,16139.5
147200,3143570,0.0837481,0.157705,16212.5
148000,3160167,0.0837352,0.157683,16380.0
148800,3176330,0.083711,0.157641,15957.0
149600,3192081,0.0836762,0.15758,15878.0
150400,3208086,0.0836485,0.157532,15879.5
151200,3223840,0.0836145,0.157473,15719.5
152000,3239525,0.0835791,0.157411,15880.5
152800,3255601,0.0835541,0.157367,16253.0
153600,3272031,0.0835384,0.15734,16069.5
154400,3287740,0.0835045,0.157281,15496.5
155200,3303024,0.0834603,0.157204,15910.0
156000,3319560,0.083448,0.157182,15968.0
156800,3334960,0.0834074,0.157111,15881.5
157600,3351323,0.0833911,0.157083,16173.5
158400,3367307,0.0833657,0.157039,15492.5
159200,3382308,0.0833163,0.156953,15555.0
160000,3398417,0.0832945,0.156915,15696.0
160800,3413700,0.0832529,0.156842,15859.5
161600,3430136,0.0832396,0.156819,16143.5
162400,3445987,0.0832123,0.156771,15769.0
163200,3461674,0.0831813,0.156717,16124.0
164000,3478235,0.0831716,0.1567,16083.5
164800,3493841,0.0831392,0.156644,16122.0
165600,3510479,0.0831315,0.156631,16193.0
166400,3526227,0.083103,0.156581,15939.5
167200,3542358,0.0830837,0.156547,15770.0
168000,3557767,0.0830478,0.156485,15377.5
168800,3573113,0.0830107,0.15642,15478.5
169600,3588724,0.0829801,0.156367,15725.0
170400,3604563,0.0829551,0.156323,15656.5
171200,3620037,0.0829219,0.156265,15510.0
172000,3635583,0.0828906,0.156211,15749.0
172800,3651535,0.0828689,0.156173,15737.0
173600,3667057,0.0828376,0.156118,15471.5
174400,3682478,0.0828044,0.15606,15316.5
175200,3697690,0.0827668,0.155995,15905.5
176000,3714289,0.0827605,0.155984,16219.0
176800,3730128,0.0827373,0.155943,15938.5
177600,3746166,0.0827187,0.155911,15796.0
178400,3761720,0.0826897,0.15586,15532.0
179200,3777230,0.08266,0.155809,15736.5
180000,3793193,0.0826404,0.155774,15955.0
180800,3809140,0.0826206,0.15574,16129.0
181600,3825451,0.0826089,0.15572,16162.0
182400,3841464,0.0825908,0.155688,15841.5
183200,3857134,0.0825656,0.155644,15794.0
184000,3873052,0.0825459,0.15561,16017.0
184800,3889168,0.0825305,0.155583,16038.0
185600,3905128,0.082512,0.155551,15529.5
186400,3920227,0.0824755,0.155487,15310.0
187200,3935748,0.0824482,0.15544,15707.5
188000,3951642,0.0824289,0.155406,15560.0
188800,3966868,0.0823959,0.155348,15685.5
189600,3983013,0.0823822,0.155324,15872.0
190400,3998612,0.0823573,0.155281,15725.0
191200,4014463,0.0823378,0.155247,15833.0
192000,4030278,0.0823178,0.155212,15621.0
192800,4045705,0.08229,0.155164,15304.0
193600,4060886,0.0822575,0.155107,15453.5
194400,4076612,0.0822362,0.15507,15628.0
195200,4092142,0.0822111,0.155026,15699.5
196000,4108011,0.0821931,0.154995,15542.5
196800,4123227,0.0821622,0.154941,15525.5
197600,4139062,0.0821438,0.154909,15985.5
198400,4155198,0.0821315,0.154887,15835.5
199200,4170733,0.0821075,0.154846,15440.5
200000,4186079,0.08208,0.154798,15561.5
200800,4201856,0.0820611,0.154765,16099.5
201600,4218278,0.0820549,0.154754,16139.0
202400,4234134,0.0820378,0.154724,15779.0
203200,4249836,0.0820178,0.154689,15241.0
204000,4264616,0.0819803,0.154624,15091.0
204800,4280018,0.081955,0.15458,15513.0
205600,4295642,0.0819341,0.154543,15320.5
206400,4310659,0.0819019,0.154487,15457.0
207200,4326556,0.0818865,0.15446,15978.0
208000,4342615,0.0818743,0.154439,15913.0
208800,4358382,0.0818568,0.154409,15899.5
209600,4374414,0.0818443,0.154387,15686.0
210400,4389754,0.081819,0.154343,15534.5
211200,4405483,0.0818012,0.154312,15739.0
212000,4421232,0.0817838,0.154281,15863.0
212800,4437209,0.0817708,0.154259,15722.0
213600,4452676,0.0817485,0.15422,15589.5
214400,4468388,0.0817308,0.154189,15620.0
215200,4483916,0.08171,0.154153,15567.5
216000,4499523,0.0816907,0.154119,15655.5
216800,4515227,0.0816733,0.154089,15363.5
217600,4530250,0.0816438,0.154037,15410.0
218400,4546047,0.0816284,0.15401,15485.5
219200,4561221,0.0816019,0.153964,15506.5
220000,4577060,0.0815875,0.153939,15555.5
220800,4592332,0.0815632,0.153897,15193.0
221600,4607446,0.0815362,0.15385,15349.5
222400,4623031,0.0815177,0.153817,15481.5
223200,4638409,0.0814957,0.153779,15488.0
224000,4654007,0.0814777,0.153748,15614.0
224800,4669637,0.0814604,0.153718,15844.0
225600,4685695,0.0814507,0.153701,15921.0
226400,4701479,0.0814363,0.153676,15816.0
227200,4717327,0.0814231,0.153653,15530.5
227986,4732540,0.081404,0.153619,15068.0
228786,4747463,0.0813752,0.153569,15438.5
229586,4763417,0.0813641,0.15355,15802.0
230386,4779067,0.081348,0.153522,15404.5
231186,4794226,0.0813236,0.153479,15053.0
231986,4809173,0.0812959,0.153431,15600.0
232786,4825426,0.0812903,0.153421,16165.0
233586,4841503,0.0812818,0.153406,15746.5
234386,4856919,0.0812623,0.153372,15285.0
235186,4872073,0.0812385,0.153331,15475.5
235986,4887870,0.0812257,0.153308,15733.5
236786,4903540,0.0812107,0.153282,15369.5
237586,4918609,0.081186,0.153239,15142.5
238386,4933825,0.0811639,0.153201,15461.5
239186,4949532,0.0811499,0.153176,15749.5
239986,4965324,0.0811375,0.153155,15781.0
240786,4981094,0.0811247,0.153132,15715.5
241586,4996755,0.0811103,0.153107,15749.0
242386,5012592,0.0810988,0.153087,15755.5
243186,5028266,0.0810848,0.153063,15596.5
243986,5043785,0.0810684,0.153034,15555.0
244786,5059376,0.0810532,0.153008,15279.5
245586,5074344,0.0810282,0.152964,15324.0
246386,5090024,0.0810147,0.152941,15775.0
247186,5105894,0.0810042,0.152922,15775.0
247986,5121574,0.0809909,0.152899,15400.5
248786,5136695,0.0809688,0.152861,15445.0
249586,5152464,0.080957,0.15284,15526.5
250386,5167748,0.0809377,0.152807,15644.0
251186,5183752,0.0809298,0.152793,15824.5
251986,5199397,0.0809164,0.152769,15211.0
252786,5214174,0.0808895,0.152722,15360.5
253586,5230118,0.0808809,0.152707,15911.0
254386,5245996,0.0808713,0.152691,15802.5
255186,5261723,0.0808595,0.15267,15619.5
255986,5277235,0.0808444,0.152644,15731.5
256786,5293186,0.0808362,0.152629,15436.5
257586,5308108,0.0808123,0.152588,15234.0
258386,5323654,0.080798,0.152563,15472.0
259186,5339052,0.0807816,0.152534,15297.0
259986,5354248,0.0807622,0.152501,15330.5
260786,5369713,0.080747,0.152474,15321.5
261586,5384891,0.0807276,0.15244,15415.0
262386,5400543,0.0807154,0.152419,15489.0
263186,5415869,0.0806984,0.152389,15548.5
263986,5431640,0.0806882,0.152371,15283.5
264786,5446436,0.0806635,0.152329,15643.5
265586,5462927,0.0806641,0.152329,15858.0
266386,5478152,0.0806459,0.152298,15439.0
267186,5493805,0.0806342,0.152277,15446.5
267986,5509045,0.0806165,0.152247,15349.0
268786,5524503,0.0806021,0.152221,15535.0
269586,5540115,0.08059,0.1522,15361.5
270386,5555226,0.0805707,0.152167,15247.0
271186,5570609,0.0805555,0.15214,15432.5
271986,5586091,0.0805418,0.152116,15403.5
272786,5601416,0.0805259,0.152089,15439.0
273586,5616969,0.0805134,0.152067,15365.0
274386,5632146,0.0804955,0.152036,15538.0
275186,5648045,0.0804881,0.152023,15758.0
275986,5663662,0.0804767,0.152003,15797.5
276786,5679640,0.0804705,0.151992,15859.0
277586,5695380,0.0804609,0.151975,15850.0
278386,5711340,0.0804545,0.151964,15435.0
279186,5726250,0.0804334,0.151927,15346.5
279986,5742033,0.0804247,0.151912,15553.0
280786,5757356,0.0804095,0.151886,15505.5
281586,5773044,0.0803996,0.151868,15392.5
282386,5788141,0.0803814,0.151837,15026.5
283186,5803097,0.0803615,0.151802,15073.5
283986,5818288,0.0803449,0.151773,15438.5
284786,5833974,0.0803352,0.151756,15681.5
285586,5849651,0.0803254,0.151739,15809.5
286386,5865593,0.0803193,0.151728,15623.0
287186,5880897,0.0803045,0.151703,15521.5
287986,5896636,0.0802958,0.151687,15676.0
288786,5912249,0.0802854,0.151669,15544.0
289586,5927724,0.0802731,0.151648,15396.5
290386,5943042,0.0802589,0.151623,15420.5
291186,5958565,0.0802474,0.151603,15916.5
291986,5974875,0.0802466,0.151602,16194.0
292786,5990953,0.0802427,0.151595,15755.5
293586,6006386,0.0802302,0.151573,15408.0
294386,6021769,0.0802171,0.15155,15323.5
295186,6037033,0.0802024,0.151525,15521.5
295986,6052812,0.0801947,0.151511,15658.5
296786,6068350,0.0801839,0.151492,15491.5
297586,6083795,0.0801718,0.151471,15707.5
298386,6099765,0.0801668,0.151463,16170.5
299186,6116136,0.080167,0.151463,16087.0
299986,6131939,0.0801598,0.15145,15909.5
300786,6147955,0.0801554,0.151443,16071.0
301586,6164081,0.0801525,0.151438,15775.5
302386,6179506,0.0801405,0.151417,15446.5
303186,6194974,0.0801291,0.151397,15623.5
303986,6210753,0.0801218,0.151384,15645.0
304786,6226264,0.080111,0.151365,15498.5
305586,6241750,0.0801,0.151346,15661.5
306386,6257587,0.0800936,0.151335,15757.0
307186,6273264,0.0800851,0.15132,15829.5
307986,6289246,0.0800806,0.151312,16055.5
308786,6305375,0.080078,0.151308,16004.0
309586,6321254,0.0800722,0.151298,15732.5
310386,6336840,0.0800627,0.151281,15495.5
311186,6352245,0.080051,0.151261,15153.0
311986,6367146,0.0800331,0.15123,15127.5
312786,6382500,0.0800209,0.151208,15206.5
313586,6397559,0.0800051,0.151181,15236.0
314386,6412972,0.0799937,0.151161,15588.0
315186,6428735,0.0799868,0.151149,15612.0
315986,6444196,0.0799762,0.15113,15336.5
316786,6459408,0.0799625,0.151107,15525.0
317586,6475246,0.0799567,0.151096,15382.5
318386,6490173,0.0799396,0.151067,15368.5
319186,6505983,0.0799335,0.151056,15728.0
319986,6521629,0.0799254,0.151042,15731.5
320786,6537446,0.0799195,0.151031,15260.5
321586,6552150,0.0799,0.150997,15124.0
322386,6567694,0.0798908,0.150981,15469.0
323186,6583088,0.0798798,0.150962,15429.0
323986,6598552,0.0798697,0.150945,15315.5
324786,6613719,0.0798561,0.150921,15189.5
325586,6628931,0.0798431,0.150898,15465.5
326386,6644650,0.0798363,0.150887,15542.5
327186,6660016,0.0798253,0.150867,15483.0
327986,6675616,0.0798171,0.150853,15403.5
328786,6690823,0.0798043,0.150831,15310.0
329586,6706236,0.0797939,0.150813,15326.5
330386,6721476,0.0797816,0.150791,15378.5
331186,6736993,0.0797726,0.150776,15795.5
331986,6753067,0.0797703,0.150771,15764.0
332786,6768521,0.0797606,0.150755,15546.5
333586,6784160,0.0797532,0.150742,15692.0
334386,6799905,0.079747,0.150731,15765.0
335186,6815690,0.0797414,0.150721,15596.5
335986,6831098,0.0797314,0.150704,15265.5
336786,6846221,0.0797181,0.15068,15179.5
337586,6861457,0.0797061,0.15066,14963.5
338386,6876148,0.0796879,0.150628,15045.0
339186,6891547,0.079678,0.150611,15548.0
339986,6907244,0.0796716,0.150599,15807.5
340786,6923162,0.0796678,0.150593,15849.5
341586,6938943,0.0796623,0.150583,15740.5
342386,6954643,0.079656,0.150572,15621.0
343186,6970185,0.0796479,0.150558,15363.5
343986,6985370,0.0796358,0.150537,15010.5
344786,7000206,0.0796198,0.150509,15099.5
345586,7015569,0.0796098,0.150492,15438.5
346386,7031083,0.0796016,0.150477,15338.5
347186,7046246,0.0795894,0.150456,15569.5
347986,7062222,0.0795865,0.150451,15779.0
348786,7077804,0.0795792,0.150438,15497.5
349586,7093217,0.0795699,0.150422,15576.5
350386,7108957,0.0795644,0.150413,15424.5
351186,7124066,0.0795519,0.150391,15526.5
351986,7140010,0.0795487,0.150385,15772.0
352786,7155610,0.0795417,0.150373,15342.5
353586,7170695,0.0795291,0.150351,15068.0
354386,7185746,0.0795161,0.150328,14980.5
355186,7200656,0.0795016,0.150303,15321.5
355986,7216389,0.0794963,0.150294,15770.0
356786,7232196,0.0794918,0.150286,15469.0
357586,7247327,0.0794799,0.150265,15141.5
358386,7262479,0.0794683,0.150245,15226.5
359186,7277780,0.0794583,0.150228,15276.0
359986,7293031,0.0794479,0.150209,15217.0
360786,7308214,0.0794367,0.15019,15316.5
361586,7323664,0.0794285,0.150176,15579.0
362386,7339372,0.0794232,0.150166,15462.0
363186,7354588,0.0794125,0.150148,15424.0
363986,7370220,0.0794064,0.150137,15562.5
364786,7385713,0.0793988,0.150124,15253.0
365586,7400726,0.0793861,0.150102,14882.0
366386,7415477,0.0793707,0.150075,15209.0
367186,7431144,0.0793651,0.150065,15303.0
367986,7446083,0.0793517,0.150042,15076.5
368786,7461297,0.0793414,0.150024,15222.5
369586,7476528,0.0793312,0.150006,15110.0
370386,7491517,0.0793186,0.149984,15335.5
371186,7507199,0.0793133,0.149975,15510.0
371986,7522537,0.0793044,0.149959,15288.5
372786,7537776,0.0792946,0.149942,15129.5
373586,7552796,0.0792824,0.149921,15264.0
374386,7568304,0.0792755,0.149909,15569.0
375186,7583934,0.0792698,0.149899,15631.5
375986,7599567,0.0792642,0.149889,15389.0
376786,7614712,0.0792535,0.149871,15177.5
377586,7629922,0.0792436,0.149853,15217.0
378386,7645146,0.0792338,0.149836,15373.0
379186,7660668,0.0792272,0.149825,15707.0
379986,7676560,0.0792244,0.14982,15713.5
380786,7692095,0.0792179,0.149809,15521.5
381586,7707603,0.0792112,0.149797,15203.0
382386,7722501,0.0791983,0.149774,15279.5
383186,7738162,0.0791932,0.149766,15539.0
383986,7753579,0.0791857,0.149752,15424.5
384786,7769011,0.0791783,0.14974,15779.5
385586,7785138,0.0791781,0.149739,15696.0
386386,7800403,0.0791691,0.149723,15717.0
387186,7816572,0.0791692,0.149724,15550.5
387986,7831504,0.0791569,0.149702,15234.5
388786,7847041,0.0791508,0.149692,15209.0
389586,7861922,0.079138,0.149669,15313.5
390386,7877668,0.079134,0.149662,15467.5
391186,7892857,0.0791245,0.149646,15198.0
391986,7908064,0.0791151,0.149629,15250.0
392786,7923357,0.0791067,0.149615,15377.5
393586,7938819,0.0790999,0.149603,15355.5
394386,7954068,0.0790911,0.149588,15313.0
395186,7969445,0.0790836,0.149574,15381.5
395986,7984831,0.0790762,0.149562,15449.5
396786,8000344,0.0790701,0.149551,15083.0
397586,8014997,0.0790555,0.149525,15024.5
398386,8030393,0.0790483,0.149513,15276.0
399186,8045549,0.0790388,0.149496,15308.5
399986,8061010,0.0790323,0.149485,15725.5
400786,8077000,0.079031,0.149483,15498.5
401586,8092007,0.0790201,0.149464,15063.5
402386,8107127,0.0790103,0.149447,15051.0
403186,8122109,0.0789993,0.149427,15088.5
403986,8137304,0.0789904,0.149412,15501.5
404786,8153112,0.0789874,0.149407,15542.0
405586,8168388,0.0789793,0.149393,15312.5
406386,8183737,0.0789719,0.14938,15289.0
