"n","nnodes","pnodes","rate","delta"
407186,8198966,0.0789634,0.149365,15264.5
407986,8214266,0.0789557,0.149351,15183.5
408786,8229333,0.0789457,0.149334,15169.0
409586,8244604,0.0789377,0.14932,15185.5
410386,8259704,0.0789281,0.149303,14668.0
411186,8273940,0.0789103,0.149272,14668.5
411986,8289041,0.0789008,0.149256,15344.0
412786,8304628,0.078896,0.149247,15467.5
413586,8319976,0.0788889,0.149235,15327.0
414386,8335282,0.0788815,0.149222,15026.5
415186,8350029,0.0788688,0.1492,15048.5
415986,8365379,0.0788618,0.149188,15239.0
416786,8380507,0.0788528,0.149172,15305.5
417586,8395990,0.0788471,0.149162,15271.0
418386,8411049,0.0788375,0.149145,15276.0
419186,8426542,0.078832,0.149136,15194.0
419986,8441437,0.0788209,0.149117,14827.0
420786,8456196,0.0788086,0.149095,15111.5
421586,8471660,0.0788029,0.149085,15503.5
422386,8487203,0.0787979,0.149076,15293.0
423186,8502246,0.0787884,0.14906,15127.5
423986,8517458,0.0787804,0.149046,15347.5
424786,8532941,0.078775,0.149036,15225.0
425586,8547908,0.0787648,0.149019,15099.5
426386,8563140,0.0787571,0.149005,15295.0
427186,8578498,0.0787506,0.148994,15483.0
427986,8594106,0.0787464,0.148987,15148.5
428786,8608795,0.0787339,0.148965,14789.5
429586,8623685,0.0787232,0.148946,15629.5
430386,8640054,0.078726,0.148951,15782.5
431186,8655250,0.0787181,0.148937,15109.0
431986,8670272,0.0787087,0.148921,15145.0
432786,8685540,0.0787016,0.148909,15149.5
433586,8700571,0.0786923,0.148892,15392.0
434386,8716324,0.0786896,0.148888,15025.5
435186,8730622,0.0786738,0.14886,14825.5
435986,8745975,0.0786675,0.148849,15343.0
436786,8761308,0.0786611,0.148838,15379.0
437586,8776733,0.0786555,0.148828,15183.0
438386,8791674,0.0786457,0.148811,14857.0
439186,8806447,0.0786343,0.148791,14981.5
439986,8821637,0.0786267,0.148778,15166.5
440786,8836780,0.0786187,0.148764,15206.5
441586,8852050,0.0786119,0.148752,15560.0
442386,8867900,0.0786103,0.148749,15592.0
443186,8883234,0.078604,0.148738,15229.0
443986,8898358,0.078596,0.148724,15185.5
444786,8913605,0.0785891,0.148712,14945.0
445586,8928248,0.0785768,0.148691,14627.0
446386,8942859,0.0785644,0.148669,14809.0
447186,8957866,0.0785554,0.148654,14617.0
447986,8972093,0.0785397,0.148626,14502.0
448786,8986870,0.0785288,0.148607,14533.5
449586,9001160,0.0785137,0.148581,14565.5
450386,9016001,0.0785035,0.148563,14909.0
451186,9030978,0.0784945,0.148547,15074.0
451986,9046149,0.0784872,0.148535,15401.0
452786,9061780,0.0784839,0.148529,14957.0
453586,9076063,0.0784689,0.148503,14530.5
454386,9090841,0.0784583,0.148484,14994.0
455186,9106051,0.0784515,0.148473,15346.5
455986,9121534,0.078447,0.148465,15503.0
456786,9137057,0.0784429,0.148458,15582.5
457586,9152699,0.0784398,0.148452,14919.0
458386,9166895,0.0784243,0.148425,14662.0
459186,9182023,0.0784169,0.148412,15114.0
459986,9197123,0.0784092,0.148399,15240.5
460786,9212504,0.078404,0.14839,15124.0
461586,9227371,0.0783944,0.148373,14691.0
462386,9241886,0.0783819,0.148351,14762.5
463186,9256896,0.0783736,0.148337,15136.5
463986,9272159,0.0783675,0.148326,15250.0
464786,9287396,0.0783611,0.148315,15330.0
465586,9302819,0.0783564,0.148307,15132.0
466386,9317660,0.0783468,0.14829,14972.0
467186,9332763,0.0783394,0.148277,15139.5
467986,9347939,0.0783327,0.148265,15097.0
468786,9362957,0.0783246,0.148251,15045.5
469586,9378030,0.078317,0.148238,14964.5
470386,9392886,0.0783077,0.148222,15340.0
471186,9408710,0.0783064,0.14822,15556.5
471986,9423999,0.0783008,0.14821,15355.0
472786,9439420,0.0782962,0.148202,15464.0
473586,9454927,0.0782923,0.148195,15184.5
474386,9469789,0.0782831,0.148179,14976.0
475186,9484879,0.0782759,0.148166,15403.0
475986,9500595,0.0782738,0.148163,15693.0
476786,9516265,0.0782714,0.148159,15176.5
477586,9530948,0.0782608,0.14814,14906.0
478386,9546077,0.078254,0.148128,15033.0
479186,9561014,0.0782456,0.148114,15088.0
479986,9576253,0.0782396,0.148103,15262.0
480786,9591538,0.0782341,0.148094,15323.0
481586,9606899,0.0782293,0.148085,15077.5
482386,9621693,0.0782198,0.148069,15016.0
483186,9636931,0.078214,0.148058,15407.5
483986,9652508,0.0782109,0.148053,15436.5
484786,9667804,0.0782056,0.148044,15389.0
485586,9683286,0.0782017,0.148037,15641.5
486386,9699087,0.0782005,0.148035,15256.0
487186,9713798,0.0781905,0.148018,15238.0
487986,9729563,0.078189,0.148015,15261.5
488786,9744321,0.0781795,0.147998,14974.5
489586,9759512,0.0781734,0.147988,14919.5
490386,9774160,0.078163,0.14797,15020.5
491186,9789553,0.0781586,0.147962,15030.0
491986,9804220,0.0781484,0.147944,14960.0
492786,9819473,0.0781429,0.147935,15024.5
493586,9834269,0.0781338,0.147919,14906.5
494386,9849286,0.0781265,0.147906,15060.0
495186,9864389,0.0781199,0.147895,14991.5
495986,9879269,0.0781115,0.14788,14839.0
496786,9894067,0.0781026,0.147864,14657.0
497586,9908583,0.0780914,0.147845,14920.0
498386,9923907,0.0780866,0.147837,14911.0
499186,9938405,0.0780754,0.147817,14820.5
499986,9953548,0.0780692,0.147806,15039.5
500786,9968484,0.0780615,0.147793,14930.5
501586,9983409,0.0780537,0.147779,15248.5
502386,9998981,0.0780509,0.147774,15182.5
503186,10013774,0.0780421,0.147759,14897.5
503986,10028776,0.078035,0.147747,15056.0
504786,10043886,0.0780287,0.147736,14992.5
505586,10058761,0.0780206,0.147721,15173.5
506386,10074233,0.0780172,0.147715,15188.5
507186,10089138,0.0780093,0.147702,15291.5
507986,10104816,0.0780075,0.147699,15618.0
508786,10120374,0.0780048,0.147694,15208.5
509586,10135233,0.0779967,0.14768,14866.5
510386,10150107,0.0779887,0.147666,14967.0
511186,10165167,0.0779822,0.147654,15169.0
511986,10180445,0.0779774,0.147646,15177.5
512786,10195522,0.077971,0.147635,15194.0
513586,10210833,0.0779665,0.147627,15363.5
514386,10226249,0.0779627,0.147621,15177.0
515186,10241187,0.0779554,0.147608,15158.5
515986,10256566,0.0779514,0.147601,14961.0
516786,10271109,0.0779411,0.147583,14739.0
517586,10286044,0.0779338,0.14757,15244.0
518386,10301597,0.0779312,0.147566,15607.5
519186,10317259,0.0779294,0.147562,15775.5
519986,10333148,0.0779293,0.147562,15517.0
520786,10348293,0.0779236,0.147552,15357.5
521586,10363863,0.0779212,0.147548,15370.5
522386,10379034,0.0779157,0.147539,15210.5
523186,10394284,0.0779109,0.14753,15082.5
523986,10409199,0.0779036,0.147517,15253.5
524786,10424791,0.0779013,0.147514,15250.5
525586,10439700,0.077894,0.147501,15290.0
526386,10455371,0.0778924,0.147498,15343.5
527186,10470387,0.0778859,0.147487,15590.0
527986,10486551,0.0778879,0.14749,15542.5
528786,10501472,0.0778807,0.147478,14929.5
529586,10516410,0.0778737,0.147465,14897.5
530386,10531267,0.0778661,0.147452,15076.0
531186,10546562,0.0778617,0.147445,15113.0
531986,10561493,0.0778547,0.147432,14945.0
532786,10576452,0.0778479,0.14742,15211.5
533586,10591916,0.0778449,0.147415,15243.5
534386,10606939,0.0778386,0.147404,14933.5
535186,10621783,0.077831,0.147391,14832.5
535986,10636604,0.0778233,0.147377,15043.0
536786,10651869,0.0778188,0.14737,15122.5
537586,10666849,0.0778123,0.147358,15057.5
538386,10681984,0.0778069,0.147349,14965.0
539186,10696779,0.077799,0.147335,14991.0
539986,10711966,0.0777941,0.147327,15326.5
540786,10727432,0.0777911,0.147321,14795.5
541586,10741557,0.0777785,0.147299,14657.5
542386,10756747,0.0777736,0.147291,15269.5
543186,10772096,0.0777699,0.147284,15088.5
543986,10786924,0.0777624,0.147271,15061.0
544786,10802218,0.0777583,0.147264,15381.5
545586,10817687,0.0777555,0.147259,15185.0
546386,10832588,0.0777486,0.147247,14806.0
547186,10847299,0.0777403,0.147233,14851.0
547986,10862290,0.0777341,0.147222,15082.0
548786,10877463,0.0777292,0.147214,14961.0
549586,10892212,0.0777213,0.1472,15195.0
550386,10907853,0.0777198,0.147197,15876.5
551186,10923965,0.0777216,0.1472,15580.0
551986,10939013,0.0777159,0.14719,15013.5
552786,10953992,0.0777097,0.147179,15125.0
553586,10969263,0.0777056,0.147172,15001.5
554386,10983995,0.0776977,0.147159,14981.5
555186,10999226,0.0776933,0.147151,14978.0
555986,11013951,0.0776853,0.147137,15024.5
556786,11029275,0.0776817,0.147131,15071.0
557586,11044093,0.0776744,0.147118,14986.5
558386,11059248,0.0776696,0.14711,15232.5
559186,11074558,0.0776658,0.147103,15086.5
559986,11089421,0.077659,0.147091,14803.5
560786,11104165,0.0776513,0.147078,14690.5
561586,11118802,0.0776429,0.147063,15029.0
562386,11134223,0.0776399,0.147058,15245.5
563186,11149293,0.0776346,0.147049,14659.5
563986,11163542,0.0776236,0.147029,14329.0
564786,11177951,0.0776136,0.147012,14830.0
565586,11193202,0.0776096,0.147005,15165.0
566386,11208281,0.0776044,0.146996,14797.0
567186,11222796,0.0775953,0.14698,14715.0
567986,11237711,0.077589,0.146969,14468.0
568786,11251732,0.0775765,0.146947,14420.0
569586,11266551,0.0775696,0.146935,15106.0
570386,11281944,0.0775666,0.14693,15139.0
571186,11296829,0.0775602,0.146919,14941.5
571986,11311827,0.0775545,0.146909,15295.0
572786,11327419,0.077553,0.146906,15316.5
573586,11342460,0.0775476,0.146897,15158.5
574386,11357736,0.0775439,0.146891,15133.5
575186,11372727,0.0775383,0.146881,15113.0
575986,11387962,0.0775343,0.146874,14956.5
576786,11402640,0.0775266,0.14686,15101.0
577586,11418164,0.0775246,0.146857,15419.0
578386,11433478,0.0775212,0.146851,15295.0
579186,11448754,0.0775175,0.146845,15229.0
579986,11463936,0.0775133,0.146837,15004.0
580786,11478762,0.0775066,0.146825,14975.0
581586,11493886,0.077502,0.146817,15177.5
582386,11509117,0.0774981,0.146811,15355.0
583186,11524596,0.0774958,0.146807,15339.5
583986,11539796,0.0774918,0.1468,15255.5
584786,11555107,0.0774884,0.146794,15282.5
585586,11570361,0.0774847,0.146787,15142.0
586386,11585391,0.0774795,0.146778,14962.5
587186,11600286,0.0774734,0.146768,14758.5
587986,11614908,0.0774655,0.146754,14698.0
588786,11629682,0.0774587,0.146742,15103.5
589586,11645115,0.0774562,0.146738,15316.0
590386,11660314,0.0774522,0.146731,14958.0
591186,11675031,0.0774451,0.146718,14759.5
591986,11689833,0.0774385,0.146707,14377.5
592786,11703786,0.0774263,0.146685,14612.5
593586,11719058,0.0774228,0.146679,14839.5
594386,11733465,0.0774136,0.146663,14489.5
595186,11748037,0.0774056,0.146649,14604.0
595986,11762673,0.077398,0.146636,14774.0
596786,11777585,0.0773922,0.146626,15016.5
597586,11792706,0.0773879,0.146618,15262.5
598386,11808110,0.0773854,0.146614,15152.0
599186,11823010,0.0773796,0.146604,15049.5
599986,11838209,0.0773757,0.146597,15187.0
600786,11853384,0.0773717,0.14659,14888.5
601586,11867986,0.077364,0.146577,14838.5
602386,11883061,0.0773594,0.146569,15178.0
603186,11898342,0.0773562,0.146563,14997.5
603986,11913056,0.0773493,0.146551,14767.5
604786,11927877,0.077343,0.14654,14938.0
605586,11942932,0.0773384,0.146532,15387.0
606386,11958651,0.077338,0.146532,15055.0
607186,11973042,0.077329,0.146516,14733.0
607986,11988117,0.0773245,0.146508,14807.0
608786,12002656,0.0773166,0.146494,14985.0
609586,12018087,0.0773144,0.14649,15177.0
610386,12033010,0.0773089,0.146481,14975.5
611186,12048038,0.0773041,0.146473,15236.0
611986,12063482,0.0773021,0.146469,15153.0
612786,12078344,0.0772962,0.146459,14934.0
613586,12093350,0.0772914,0.14645,14865.5
614386,12108075,0.0772847,0.146439,14996.0
615186,12123342,0.0772815,0.146433,15115.5
615986,12138306,0.0772764,0.146424,14718.0
616786,12152778,0.0772682,0.14641,14756.5
617586,12167819,0.0772636,0.146402,14976.5
618386,12182731,0.0772582,0.146393,15007.0
619186,12197833,0.0772541,0.146385,14643.5
619986,12212018,0.0772441,0.146368,14736.0
620786,12227305,0.0772411,0.146363,15172.0
621586,12242362,0.0772367,0.146355,15050.5
622386,12257406,0.0772322,0.146347,15095.0
623186,12272552,0.0772284,0.146341,15334.5
623986,12288075,0.0772269,0.146338,14862.0
624786,12302276,0.0772172,0.146321,14494.5
625586,12317064,0.0772111,0.14631,14973.0
626386,12332222,0.0772074,0.146304,15206.0
627186,12347476,0.0772043,0.146299,14943.0
627986,12362108,0.0771973,0.146286,14861.0
628786,12377198,0.0771932,0.146279,15081.5
629586,12392271,0.077189,0.146272,14658.5
630386,12406515,0.0771797,0.146256,14483.5
631186,12421238,0.0771733,0.146245,14725.5
631986,12435966,0.077167,0.146234,15131.0
632786,12451500,0.0771658,0.146231,14860.5
633586,12465687,0.0771561,0.146215,14690.5
634386,12480881,0.0771528,0.146209,15039.5
635186,12495766,0.0771475,0.146199,14868.5
635986,12510618,0.077142,0.14619,14981.5
636786,12525729,0.0771382,0.146183,14803.5
637586,12540225,0.0771305,0.14617,14796.0
638386,12555321,0.0771266,0.146163,14964.0
639186,12570153,0.0771211,0.146153,14719.0
639986,12584759,0.0771142,0.146141,14865.0
640786,12599883,0.0771105,0.146135,15015.5
641586,12614790,0.0771054,0.146126,15149.5
642386,12630182,0.0771034,0.146123,15060.0
643186,12644910,0.0770973,0.146112,14949.0
643986,12660080,0.0770939,0.146106,14864.0
644786,12674638,0.0770868,0.146094,14770.5
645586,12689621,0.0770822,0.146086,14930.5
646386,12704499,0.0770771,0.146077,14931.0
647186,12719483,0.0770726,0.146069,15157.5
647986,12734814,0.0770703,0.146065,15107.5
648786,12749698,0.0770652,0.146056,15048.0
649586,12764910,0.0770621,0.146051,15367.0
650386,12780432,0.0770609,0.146049,15191.5
651186,12795293,0.0770557,0.14604,14902.0
651986,12810236,0.0770511,0.146031,15104.5
652786,12825502,0.0770484,0.146027,15157.0
653586,12840550,0.0770443,0.14602,15184.0
654386,12855870,0.077042,0.146016,15138.0
655186,12870826,0.0770374,0.146008,15508.0
655986,12886886,0.0770395,0.146011,15434.5
656786,12901695,0.077034,0.146002,15064.5
657586,12917015,0.0770317,0.145998,15160.5
658386,12932016,0.0770274,0.14599,14863.0
659186,12946741,0.0770216,0.14598,14658.5
659986,12961333,0.0770149,0.145968,14736.0
660786,12976213,0.07701,0.14596,14678.0
661586,12990689,0.0770027,0.145947,14515.5
662386,13005244,0.0769958,0.145935,14715.0
663186,13020119,0.0769909,0.145927,14982.5
663986,13035209,0.0769873,0.14592,14759.0
664786,13049637,0.0769797,0.145907,14834.0
665586,13064877,0.076977,0.145902,14980.0
666386,13079597,0.0769712,0.145892,14770.5
667186,13094418,0.076966,0.145883,14985.5
667986,13109568,0.0769628,0.145878,15181.0
668786,13124780,0.0769599,0.145873,15009.0
669586,13139586,0.0769547,0.145863,14957.0
670386,13154694,0.0769512,0.145857,15224.0
671186,13170034,0.0769491,0.145854,14822.5
671986,13184339,0.076941,0.14584,14639.0
672786,13199312,0.0769368,0.145832,15139.0
673586,13214617,0.0769345,0.145828,15004.0
674386,13229320,0.0769288,0.145818,14648.5
675186,13243914,0.0769224,0.145807,14741.5
675986,13258803,0.0769177,0.145799,14714.0
676786,13273342,0.076911,0.145787,14696.5
677586,13288196,0.0769062,0.145779,15036.5
678386,13303415,0.0769035,0.145774,14904.5
679186,13318005,0.0768972,0.145763,15065.5
679986,13333546,0.0768963,0.145762,15265.0
680786,13348535,0.0768923,0.145755,15037.5
681586,13363621,0.0768888,0.145749,14878.5
682386,13378292,0.076883,0.145738,14839.0
683186,13393299,0.0768791,0.145732,15128.5
683986,13408549,0.0768766,0.145727,15037.5
684786,13423374,0.0768717,0.145719,14858.5
685586,13438266,0.0768672,0.145711,15117.0
686386,13453608,0.0768653,0.145708,15050.0
687186,13468366,0.07686,0.145698,14763.0
687986,13483134,0.0768548,0.145689,14988.0
688786,13498342,0.0768521,0.145685,15181.0
689586,13513496,0.0768492,0.145679,15070.5
690386,13528483,0.0768452,0.145673,14747.5
691186,13542991,0.0768386,0.145661,14974.0
691986,13558431,0.0768373,0.145659,14878.0
692786,13572747,0.0768296,0.145645,14239.5
693586,13586910,0.076821,0.14563,14509.5
694386,13601766,0.0768164,0.145622,14696.0
695186,13616302,0.07681,0.145611,14997.5
695986,13631761,0.0768089,0.145609,15369.0
696786,13647040,0.0768067,0.145605,14857.5
697586,13661476,0.0767997,0.145593,14771.5
698386,13676583,0.0767966,0.145588,14813.0
699186,13691102,0.0767901,0.145577,14850.0
699986,13706283,0.0767874,0.145572,14989.5
700786,13721081,0.0767826,0.145563,14707.0
701586,13735697,0.0767767,0.145553,14575.0
702386,13750231,0.0767704,0.145542,14926.5
703186,13765550,0.0767685,0.145539,15091.5
703986,13780414,0.0767641,0.145531,14919.0
704786,13795388,0.0767603,0.145524,14958.0
705586,13810330,0.0767563,0.145518,15146.5
706386,13825681,0.0767546,0.145515,15219.5
707186,13840769,0.0767514,0.145509,14921.0
707986,13855523,0.0767464,0.1455,14940.0
708786,13870649,0.0767435,0.145495,14928.5
709586,13885380,0.0767384,0.145486,14969.5
710386,13900588,0.0767359,0.145482,15273.5
711186,13915927,0.0767342,0.145479,14856.5
711986,13930301,0.0767271,0.145467,14484.0
712786,13944895,0.0767213,0.145457,14854.0
713586,13960009,0.0767183,0.145451,15338.5
714386,13975572,0.0767179,0.145451,15479.0
715186,13990967,0.0767165,0.145448,15273.5
715986,14006119,0.0767137,0.145443,14884.5
716786,14020736,0.0767081,0.145434,14580.0
717586,14035279,0.076702,0.145423,14721.5
718386,14050179,0.076698,0.145416,15127.5
719186,14065534,0.0766964,0.145413,15089.0
719986,14080357,0.0766919,0.145405,14930.0
720786,14095394,0.0766886,0.1454,14969.5
721586,14110296,0.0766845,0.145392,14969.0
722386,14125332,0.0766812,0.145387,15054.0
723186,14140404,0.0766782,0.145381,14694.5
723986,14154721,0.076671,0.145369,14523.0
724786,14169450,0.076666,0.14536,14633.5
725586,14183988,0.0766601,0.14535,14993.0
726386,14199436,0.0766591,0.145348,15278.5
727186,14214545,0.0766562,0.145343,15171.5
727986,14229779,0.076654,0.145339,14647.0
728786,14243839,0.0766455,0.145324,14588.5
729586,14258956,0.0766427,0.14532,15090.0
730386,14274019,0.0766397,0.145314,14938.0
731186,14288832,0.0766353,0.145307,14919.5
731986,14303858,0.076632,0.145301,14752.5
732786,14318337,0.0766258,0.14529,14719.0
733586,14333296,0.0766222,0.145284,15064.0
734386,14348465,0.0766198,0.14528,14870.5
735186,14363037,0.0766141,0.14527,14920.5
735986,14378306,0.0766122,0.145266,15109.0
736786,14393255,0.0766086,0.14526,14780.0
737586,14407866,0.0766032,0.145251,15083.5
738386,14423422,0.0766028,0.14525,15030.5
739186,14437927,0.0765969,0.14524,14535.0
739986,14452492,0.0765912,0.14523,14375.5
740786,14466678,0.0765836,0.145217,14665.5
741586,14481823,0.0765811,0.145212,15131.0
742386,14496940,0.0765784,0.145207,15270.0
743186,14512363,0.0765774,0.145206,15243.0
743986,14527426,0.0765744,0.145201,14871.5
744786,14542106,0.0765695,0.145192,15147.0
745586,14557720,0.0765694,0.145192,15486.0
746386,14573078,0.0765681,0.145189,15221.0
747186,14588162,0.0765652,0.145185,15206.5
747986,14603491,0.0765637,0.145182,15032.5
748786,14618227,0.0765591,0.145174,14907.0
749586,14633305,0.0765563,0.145169,14848.5
750386,14647924,0.0765511,0.14516,14854.5
751186,14663014,0.0765483,0.145155,15178.0
751986,14678280,0.0765465,0.145152,14976.0
752786,14692966,0.0765416,0.145143,14859.0
753586,14707998,0.0765386,0.145138,15053.0
754386,14723072,0.0765358,0.145133,14973.5
755186,14737945,0.076532,0.145127,14690.5
755986,14752453,0.0765262,0.145117,14497.5
756786,14766940,0.0765204,0.145106,14926.5
757586,14782306,0.0765191,0.145104,14928.5
758386,14796797,0.0765134,0.145094,14486.0
759186,14811278,0.0765075,0.145084,14465.0
759986,14825727,0.0765015,0.145074,14684.5
760786,14840647,0.076498,0.145067,14724.0
761586,14855175,0.0764925,0.145058,14771.5
762386,14870190,0.0764894,0.145052,14871.0
763186,14884917,0.0764849,0.145045,14442.0
763986,14899074,0.0764775,0.145032,14924.5
764786,14914766,0.076478,0.145032,15015.5
765586,14929105,0.0764715,0.145021,14413.5
766386,14943593,0.0764658,0.145011,14606.5
767186,14958318,0.0764613,0.145003,14490.5
767986,14972574,0.0764545,0.144991,14452.0
768786,14987222,0.0764496,0.144983,14865.5
769586,15002305,0.076447,0.144978,14968.5
770386,15017159,0.0764433,0.144972,14675.5
771186,15031656,0.0764377,0.144962,14703.5
771986,15046566,0.0764342,0.144956,14730.0
772786,15061116,0.0764289,0.144947,14749.0
773586,15076064,0.0764257,0.144941,14934.5
774386,15090985,0.0764223,0.144935,15001.0
775186,15106066,0.0764197,0.144931,14859.5
775986,15120704,0.0764149,0.144922,15074.0
776786,15136214,0.0764145,0.144922,15112.0
777586,15150928,0.0764101,0.144914,15064.0
778386,15166342,0.0764092,0.144913,15338.0
779186,15181604,0.0764076,0.14491,15056.0
779986,15196454,0.0764039,0.144903,14821.5
780786,15211247,0.0763999,0.144896,14673.5
781586,15225801,0.0763947,0.144887,14998.0
782386,15241243,0.076394,0.144886,15098.5
783186,15255998,0.0763898,0.144879,14618.5
783986,15270480,0.0763843,0.144869,14853.0
784786,15285704,0.0763825,0.144866,14892.5
785586,15300265,0.0763774,0.144857,15210.0
786386,15316124,0.0763788,0.14486,15307.5
787186,15330880,0.0763747,0.144852,14597.0
787986,15345318,0.076369,0.144842,14239.5
788786,15359359,0.0763614,0.144829,14652.5
789586,15374623,0.0763598,0.144826,14967.5
790386,15389294,0.0763553,0.144819,14420.0
791186,15403463,0.0763483,0.144806,14591.0
791986,15418476,0.0763456,0.144802,14966.5
792786,15433396,0.0763423,0.144796,14935.0
793586,15448346,0.0763392,0.144791,14913.0
794386,15463222,0.0763358,0.144785,14529.5
795186,15477405,0.0763289,0.144773,14370.0
795986,15491962,0.0763239,0.144764,14470.0
796786,15506345,0.0763181,0.144754,14468.5
797586,15520899,0.0763131,0.144745,14828.5
798386,15536002,0.0763108,0.144741,15012.5
799186,15550924,0.0763077,0.144736,14776.0
799986,15565554,0.0763031,0.144728,14556.0
800786,15580036,0.0762978,0.144718,14647.0
801586,15594848,0.0762941,0.144712,14804.0
802386,15609644,0.0762903,0.144705,13411.0
803042,15621670,0.0762867,0.144699,12026.0
